Restaurant_ID,Delivery_fee,Service_fee,Packaging_fee,Estimated_delivery_time,Average_delivery_time,Peak_hour_multiplier,Minimum_order,Cancellation_rate,Availability
RES002472,6.76,1.63,1.15,44,49,2.04,16.9,0.023,True
RES002473,2.72,3.33,1.02,56,59,2.3,13.53,0.052,True
RES002474,2.72,1.9,1.16,17,15,2.48,7.71,0.065,True
RES002475,3.54,4.91,0.46,46,47,1.42,17.68,0.042,True
RES002476,1.34,4.29,1.25,56,51,1.44,16.79,0.072,True
RES002479,8.03,1.68,1.18,16,14,1.1,15.85,0.013,True
RES002480,6.72,4.93,0.05,22,18,2.28,0.79,0.06,False
RES002481,5.29,1.37,0.19,19,18,1.82,8.09,0.076,False
RES002484,3.18,4.43,0.3,62,66,1.87,6.51,0.026,False
RES002487,5.39,1.91,0.89,27,31,1.66,1.23,0.086,False
RES002488,7.59,4.63,1.85,71,80,1.53,4.7,0.08,False
RES002489,8.11,3.57,0.03,73,75,1.37,18.22,0.019,True
RES002490,1.33,2.1,0.72,24,34,1.63,24.11,0.016,True
RES002491,7.92,0.4,1.92,73,69,2.17,21.84,0.051,True
RES002492,0.09,1.2,0.31,34,34,1.62,17.14,0.006,False
RES002493,0.82,0.68,0.23,68,67,1.08,5.48,0.053,True
RES002495,8.94,4.41,1.84,80,81,1.67,8.64,0.059,False
RES002496,7.93,0.04,1.61,49,50,2.34,4.17,0.003,True
RES002498,3.84,0.83,0.9,71,80,1.71,17.97,0.076,True
RES002499,5.38,1.34,1.33,43,44,1.62,24.21,0.079,False
RES002500,6.3,3.22,0.28,51,59,1.52,11.04,0.004,False
RES002502,9.17,4.69,0.04,81,91,1.54,9.43,0.011,True
RES002503,8.84,4.15,1.52,70,80,1.21,5.65,0.074,True
RES002505,6.41,0.61,1.67,83,81,1.78,0.3,0.035,False
RES002508,9.33,1.83,1.83,61,71,1.59,8.83,0.031,False
RES002509,1.73,0.22,1.37,84,81,2.24,7.23,0.013,False
RES002511,7.23,1.75,0.1,19,27,1.34,15.92,0.041,False
RES002512,4.27,4.3,0.24,61,60,2.27,22.7,0.05,True
RES002515,0.89,3.02,1.27,59,66,1.28,23.59,0.042,True
RES002518,5.21,2.57,0.46,49,50,2.23,24.42,0.029,False
RES002519,7.32,3.19,0.24,48,51,2.08,7.19,0.022,False
RES002520,6.6,1.86,0.22,50,45,1.9,24.46,0.089,True
RES002522,4.78,2.7,0.42,37,43,2.45,11.29,0.075,True
RES002523,7.76,1.85,0.03,47,44,1.5,16.91,0.05,True
RES002525,2.91,3.55,0.52,50,54,1.17,17.91,0.091,False
RES002526,0.89,4.42,1.82,75,79,1.94,20.38,0.004,False
RES002528,9.02,2.02,1.2,38,48,1.76,2.05,0.079,True
RES002529,5.19,0.55,1.36,25,20,2.16,6.2,0.065,True
RES002530,3.9,2.64,0.57,71,79,2.26,18.25,0.067,False
RES002531,2.92,3.54,1.16,23,33,1.25,1.88,0.006,False
RES002532,6.04,3.95,0.77,84,81,1.83,14.27,0.024,False
RES002534,4.88,0.5,0.34,55,50,2.49,2.2,0.06,True
RES002537,7.87,2.98,1.92,52,51,1.95,23.8,0.062,True
RES002538,0.9,3.02,0.52,42,38,1.57,13.28,0.055,True
RES002541,7.06,4.15,1.05,89,95,1.31,16.94,0.066,False
RES002544,6.2,2.12,1.14,17,18,1.2,13.15,0.007,False
RES002546,5.81,0.25,0.34,31,29,1.22,21.8,0.065,False
RES002551,0.14,3.63,1.12,81,76,2.29,4.0,0.015,False
RES002552,4.34,0.0,0.75,46,43,1.42,17.79,0.03,True
RES002553,8.59,0.44,1.14,40,45,1.87,1.19,0.038,False
RES002554,7.15,0.68,1.35,38,40,2.12,24.46,0.033,True
RES002556,9.04,0.91,0.01,53,48,1.13,10.53,0.025,False
RES002559,6.02,2.55,1.98,78,81,1.99,15.4,0.095,True
RES002560,8.37,4.63,0.81,22,22,1.65,14.18,0.059,False
RES002561,3.34,1.73,1.53,46,50,1.28,22.72,0.02,False
RES002563,2.29,2.16,0.01,29,38,2.18,10.75,0.094,True
RES002564,6.5,0.63,1.33,60,59,2.31,9.09,0.098,False
RES002566,8.44,2.64,1.39,27,23,1.11,18.0,0.066,False
RES002567,5.64,1.73,2.0,80,89,1.72,22.2,0.072,False
RES002569,4.97,2.41,1.95,76,79,1.29,0.93,0.026,False
RES002571,7.36,2.58,1.79,69,72,1.76,14.3,0.086,True
RES002572,5.78,2.94,1.46,40,36,1.87,3.49,0.003,False
RES002573,5.2,0.55,1.73,47,50,1.6,24.5,0.089,False
RES002574,6.0,4.39,0.59,53,50,2.39,13.78,0.091,True
RES002575,3.71,2.38,0.5,52,54,1.8,18.18,0.074,True
RES002576,4.74,1.26,0.83,72,70,1.83,15.01,0.045,True
RES002579,3.21,4.91,1.28,71,75,1.23,10.62,0.018,False
RES002580,6.79,1.73,1.82,49,50,2.0,11.99,0.099,True
RES002581,2.78,4.86,0.37,59,60,1.33,8.83,0.081,True
RES002582,0.8,0.59,1.78,30,32,1.16,6.85,0.034,True
RES002583,2.68,2.01,1.11,77,84,1.31,19.41,0.054,False
RES002586,1.75,4.02,0.52,66,70,1.24,15.08,0.096,True
RES002587,9.14,4.0,0.25,49,52,1.69,11.02,0.065,True
RES002588,6.47,4.2,1.97,38,47,1.83,15.7,0.07,False
RES002589,8.61,2.1,0.52,39,34,1.39,5.75,0.09,False
RES002590,4.45,1.75,0.41,25,34,2.45,7.6,0.016,False
RES002591,7.97,2.04,1.21,24,31,1.67,24.13,0.024,False
RES002592,2.55,2.94,1.55,30,35,1.9,11.65,0.079,False
RES002593,2.9,3.29,0.2,21,24,2.36,2.52,0.001,True
RES002594,7.17,2.69,1.22,33,40,1.06,11.12,0.05,False
RES002596,6.78,4.47,0.24,15,11,2.24,18.59,0.089,False
RES002597,4.94,3.92,1.7,41,51,1.68,11.74,0.031,False
RES002598,3.46,1.65,1.72,39,38,1.11,22.02,0.064,False
RES002599,0.69,1.82,0.02,22,28,2.27,11.73,0.09,False
RES002602,6.3,1.13,0.12,29,32,1.38,23.68,0.083,True
RES002603,2.36,2.91,1.03,27,35,2.27,23.43,0.015,True
RES002604,4.49,2.37,0.45,55,60,1.11,9.84,0.085,True
RES002605,4.54,4.98,0.42,46,53,1.2,9.67,0.068,False
RES002606,1.63,3.67,0.6,89,87,1.13,17.46,0.011,True
RES002607,4.7,3.35,0.87,56,51,2.42,7.1,0.045,True
RES002609,7.58,4.96,0.48,36,43,1.62,23.9,0.062,True
RES002610,5.18,2.63,0.5,72,77,1.61,15.71,0.063,True
RES002611,0.19,0.13,1.34,84,87,1.44,0.29,0.024,True
RES002612,3.6,0.01,0.41,33,42,1.75,21.22,0.02,True
RES002613,5.56,4.91,0.3,63,64,1.24,2.37,0.028,False
RES002614,1.73,2.32,1.02,24,24,1.59,0.85,0.072,True
RES002615,5.15,3.96,1.62,69,71,1.67,17.95,0.005,False
RES002617,3.17,3.58,0.26,41,43,1.7,21.28,0.051,True
RES002619,9.84,2.33,0.08,89,95,1.75,8.94,0.035,False
RES002620,3.56,3.6,1.58,35,44,1.11,3.91,0.073,False
RES002621,5.24,4.15,0.53,51,60,1.59,16.66,0.001,False
RES002622,8.48,0.13,0.93,81,76,2.21,23.69,0.077,True
RES002623,0.28,1.32,0.03,72,77,2.23,15.92,0.016,False
RES002626,3.67,0.24,1.9,75,84,2.17,22.58,0.027,True
RES002628,8.87,1.28,1.04,27,36,1.81,17.32,0.041,True
RES002629,2.1,0.95,0.04,70,67,1.15,12.04,0.009,True
RES002632,7.8,3.76,1.65,46,43,2.41,24.77,0.019,False
RES002633,2.1,2.09,1.38,48,49,1.03,18.93,0.061,False
RES002636,0.78,2.38,1.62,19,26,2.47,5.69,0.077,True
RES002637,7.87,0.62,0.08,35,36,1.42,24.44,0.016,True
RES002638,1.89,2.92,1.27,69,68,2.27,1.16,0.096,False
RES002639,7.7,1.05,0.32,21,16,1.06,5.31,0.079,False
RES002640,0.59,2.78,0.6,57,56,2.05,6.27,0.076,False
RES002641,5.87,3.18,0.65,81,82,1.33,5.42,0.089,False
RES002642,1.42,0.92,0.56,55,56,2.07,5.59,0.071,True
RES002644,9.09,2.44,0.18,80,87,1.67,14.51,0.092,True
RES002646,7.61,0.5,1.17,56,64,1.42,24.57,0.035,False
RES002647,8.02,2.49,1.78,38,44,1.97,0.24,0.09,True
RES002648,9.14,0.29,1.59,66,75,2.06,16.39,0.065,False
RES002650,0.23,3.02,0.72,33,34,1.18,18.45,0.017,True
RES002651,8.94,1.27,0.63,69,69,1.02,10.85,0.033,False
RES002652,1.34,3.15,0.43,25,35,1.36,2.73,0.084,False
RES002654,9.2,2.86,1.44,49,55,1.09,3.74,0.037,True
RES002655,7.23,0.03,0.66,15,13,1.71,6.57,0.068,True
RES002656,0.26,2.94,0.88,60,61,1.76,7.37,0.045,False
RES002657,7.54,0.5,1.48,16,22,1.38,21.5,0.006,True
RES002658,7.89,0.3,0.44,38,44,1.3,23.26,0.016,False
RES002660,1.59,1.98,0.74,52,55,1.74,19.47,0.029,True
RES002661,5.08,1.01,0.25,63,73,1.18,4.58,0.01,True
RES002664,5.71,4.04,0.4,33,41,1.03,3.17,0.035,True
RES002667,7.18,4.17,1.04,16,20,1.68,19.41,0.072,True
RES002669,9.64,1.89,0.27,42,37,1.21,9.13,0.052,True
RES002670,9.24,3.22,0.01,75,72,1.7,22.56,0.024,True
RES002672,3.73,0.77,1.3,80,87,1.41,21.45,0.088,False
RES002673,7.59,2.98,1.41,37,34,2.04,23.56,0.073,True
RES002674,0.87,2.69,0.58,56,56,2.39,9.51,0.038,True
RES002676,0.24,2.56,1.49,22,32,1.9,9.24,0.031,False
RES002677,6.17,3.86,1.27,81,88,2.11,1.5,0.018,True
RES002680,9.84,4.64,1.4,62,66,2.41,11.53,0.076,False
RES002684,7.48,1.91,1.0,22,23,2.5,12.7,0.042,True
RES002685,2.22,4.97,0.05,18,20,1.03,19.44,0.056,True
RES002686,3.56,1.15,1.67,89,94,2.23,9.69,0.053,True
RES002687,2.16,1.43,0.89,59,56,2.17,2.21,0.001,True
RES002689,1.83,2.17,0.32,64,73,1.13,14.98,0.001,False
RES002690,6.77,0.76,0.78,39,43,1.12,0.24,0.004,True
RES002692,4.95,3.75,1.24,56,57,1.9,10.8,0.055,True
RES002693,1.96,3.58,1.14,34,44,1.43,15.86,0.022,False
RES002695,2.95,4.26,0.92,75,84,1.39,9.12,0.075,True
RES002696,4.48,1.7,0.82,16,23,1.23,12.64,0.039,True
RES002697,3.8,1.75,0.12,86,89,1.89,24.48,0.075,True
RES002698,4.55,4.53,0.67,61,57,1.94,2.34,0.092,False
RES002699,8.74,4.43,0.39,25,21,1.97,21.13,0.097,True
RES002702,0.8,3.83,1.94,86,87,1.06,17.77,0.044,True
RES002704,1.27,4.29,0.87,36,45,2.38,7.41,0.023,False
RES002707,6.53,3.67,0.96,82,88,2.48,2.78,0.083,False
RES002708,6.87,1.19,0.72,38,48,1.47,1.07,0.092,True
RES002711,4.39,2.12,0.04,86,94,2.34,8.13,0.084,False
RES002712,2.61,0.22,0.57,59,64,2.42,23.37,0.063,False
RES002713,6.17,4.87,0.46,52,53,1.68,6.03,0.066,True
RES002714,8.61,4.91,0.88,50,49,1.2,14.85,0.027,True
RES002715,7.53,1.97,0.9,69,78,1.51,13.1,0.069,False
RES002716,1.84,1.45,1.38,54,58,1.46,13.96,0.035,False
RES002719,2.06,0.25,0.7,21,22,1.94,9.27,0.082,True
RES002720,2.51,2.74,0.81,44,44,1.39,10.51,0.062,False
RES002725,4.98,0.6,0.72,38,46,1.29,2.2,0.098,True
RES002726,7.79,0.55,0.9,27,24,2.12,16.84,0.06,True
RES002728,2.14,2.46,1.33,39,47,1.45,17.6,0.034,False
RES002729,7.24,0.48,0.37,36,36,1.31,13.8,0.015,False
RES002730,5.97,3.45,1.13,15,24,1.32,14.57,0.043,True
RES002731,9.1,2.1,1.83,56,62,1.9,12.17,0.014,False
RES002734,4.5,4.23,0.72,51,57,1.83,17.36,0.074,True
RES002735,8.38,4.31,0.32,48,43,1.13,3.0,0.053,True
RES002736,2.97,1.57,0.02,74,74,1.33,14.97,0.049,False
RES002737,3.46,2.45,1.47,40,43,2.01,20.48,0.09,False
RES002740,8.0,3.95,0.52,39,37,1.43,14.95,0.062,False
RES002744,5.98,4.6,0.5,32,40,1.96,8.31,0.093,False
RES002745,7.61,3.97,0.13,25,23,1.25,21.18,0.033,True
RES002746,9.02,3.72,1.84,90,100,1.47,3.01,0.061,False
RES002747,5.85,0.26,0.1,89,96,1.4,21.31,0.056,True
RES002748,0.21,4.81,0.09,50,45,2.15,5.23,0.025,False
RES002749,1.18,1.79,1.37,63,73,1.71,2.66,0.08,True
RES002750,1.06,3.33,1.29,43,45,2.36,16.62,0.09,True
RES002751,2.37,4.46,1.36,65,72,2.2,24.19,0.084,False
RES002752,6.89,3.71,0.05,43,45,1.11,18.1,0.023,False
RES002755,4.59,1.65,1.91,66,61,1.08,16.74,0.012,True
RES002756,2.17,4.67,1.61,81,79,1.44,24.77,0.058,False
RES002759,4.72,0.54,0.84,86,83,1.11,20.39,0.042,True
RES002760,7.58,0.02,1.36,64,73,2.46,21.26,0.08,False
RES002763,0.49,3.89,1.16,34,36,1.68,6.08,0.005,True
RES002764,1.33,1.43,0.64,62,70,2.49,4.51,0.012,True
RES002766,8.68,0.15,1.09,52,54,2.02,3.66,0.023,False
RES002769,4.92,1.04,0.44,67,76,2.26,17.78,0.056,True
RES002770,2.85,4.91,1.65,39,36,2.16,20.53,0.008,True
RES002771,0.45,4.34,0.21,80,75,1.58,1.47,0.013,False
RES002772,0.53,0.43,0.25,84,80,1.65,24.94,0.07,False
RES002773,8.03,2.98,0.06,40,40,2.05,3.08,0.057,False
RES002774,0.4,0.22,1.74,36,44,1.58,2.3,0.091,False
RES002775,6.98,4.84,0.23,57,56,1.85,11.27,0.029,False
RES002777,9.66,1.39,0.99,90,100,2.2,8.76,0.097,True
RES002778,9.62,3.47,1.65,48,54,1.01,8.48,0.048,True
RES002779,9.27,1.58,0.19,50,56,1.86,9.42,0.039,True
RES002781,0.08,0.87,1.23,45,49,1.35,5.03,0.024,False
RES002785,5.39,2.03,1.8,80,85,1.06,0.07,0.078,True
RES002786,8.31,3.67,0.13,25,30,2.04,19.6,0.059,False
RES002792,7.32,0.53,0.67,33,43,1.9,11.45,0.067,True
RES002793,2.0,3.86,0.11,50,47,1.86,1.95,0.024,False
RES002794,5.8,0.69,0.27,48,58,1.06,11.62,0.09,True
RES002795,1.67,1.31,1.75,41,38,1.86,20.91,0.081,False
RES002796,6.61,2.14,1.25,75,73,2.3,20.27,0.068,False
RES002800,0.26,4.96,0.57,80,81,2.09,13.67,0.059,False
RES002803,7.44,1.28,1.72,89,91,1.71,7.26,0.06,True
RES002804,6.03,0.7,1.76,84,85,2.32,5.56,0.037,False
RES002806,4.9,1.74,0.06,42,39,1.43,14.26,0.002,False
RES002807,3.39,0.42,0.83,80,79,2.02,21.96,0.006,False
RES002809,7.11,2.39,1.54,50,50,1.32,17.35,0.058,False
RES002810,5.17,1.38,0.79,77,83,2.18,7.49,0.008,True
RES002811,5.76,0.79,1.75,20,15,1.53,17.88,0.029,False
RES002814,4.17,1.67,1.59,89,85,2.06,7.55,0.052,True
RES002815,9.03,4.96,1.74,54,51,2.33,3.28,0.098,True
RES002817,1.75,1.51,1.45,35,40,2.29,20.57,0.01,False
RES002818,4.87,0.63,0.17,88,96,2.35,7.96,0.017,False
RES002819,2.37,4.44,0.76,79,85,2.24,6.24,0.02,True
RES002820,7.87,4.74,0.78,48,53,1.02,18.01,0.03,False
RES002825,9.77,2.15,0.8,71,66,1.55,4.32,0.094,True
RES002826,2.96,0.63,1.67,59,67,1.73,0.56,0.082,False
RES002827,7.46,2.26,0.43,39,37,1.21,3.68,0.025,True
RES002828,8.85,3.92,1.06,32,29,2.42,11.49,0.048,True
RES002829,9.79,2.83,1.34,54,55,1.76,22.99,0.035,True
RES002831,6.22,0.25,1.99,45,49,1.59,15.59,0.098,True
RES002832,6.96,2.7,1.04,84,83,1.92,2.02,0.002,True
RES002833,6.91,0.41,1.68,36,41,1.97,19.2,0.072,True
RES002834,1.47,1.12,0.49,29,35,1.13,16.62,0.067,False
RES002835,5.41,3.56,1.92,52,60,1.53,11.94,0.031,True
RES002837,0.03,3.24,0.9,43,45,1.26,8.17,0.068,False
RES002838,3.66,2.86,0.52,44,49,1.0,23.82,0.045,False
RES002839,5.62,3.75,0.55,87,84,1.39,8.48,0.08,False
RES002840,9.23,0.74,0.69,22,30,2.16,24.68,0.013,True
RES002841,2.53,2.89,0.27,39,42,1.73,11.28,0.093,True
RES002842,7.7,3.0,0.5,64,62,1.71,24.41,0.036,False
RES002846,7.65,3.02,0.93,44,48,2.11,0.76,0.0,True
RES002847,5.5,3.34,1.14,68,71,1.36,4.97,0.078,False
RES002849,8.51,2.04,0.62,55,55,1.97,3.41,0.047,True
RES002850,3.57,4.17,1.54,19,20,2.46,5.67,0.063,False
RES002852,7.58,1.84,0.16,57,60,2.26,5.82,0.015,False
RES002853,2.51,4.53,1.17,49,47,1.28,17.02,0.067,True
RES002854,5.61,4.61,1.9,38,46,1.4,14.53,0.075,False
RES002855,9.94,3.53,0.42,61,67,1.13,10.69,0.077,True
RES002857,6.13,1.06,0.16,42,40,1.32,16.63,0.07,True
RES002859,1.68,4.42,0.51,49,44,1.37,2.39,0.071,False
RES002861,6.71,0.68,0.09,77,83,2.0,6.62,0.09,True
RES002863,7.24,0.36,1.53,33,42,1.02,2.58,0.049,True
RES002866,7.19,0.83,0.09,55,60,1.73,2.51,0.068,True
RES002867,5.15,3.09,0.45,37,45,2.06,14.82,0.006,True
RES002868,0.75,1.91,1.91,24,33,2.28,7.79,0.018,False
RES002870,3.21,2.54,0.53,36,35,1.95,15.71,0.002,True
RES002871,5.51,3.69,1.38,88,95,1.08,20.97,0.091,False
RES002872,5.85,1.99,0.27,31,41,1.0,19.02,0.063,False
RES002873,4.58,4.69,1.01,85,94,2.41,22.27,0.009,True
RES002874,3.61,3.53,0.44,76,72,2.23,22.08,0.069,True
RES002876,1.63,0.38,0.48,16,17,1.81,7.52,0.024,True
RES002879,9.72,1.63,0.11,39,40,1.42,7.84,0.089,True
RES002880,4.02,1.46,0.37,81,86,1.76,13.23,0.075,False
RES002881,6.63,3.41,0.46,47,54,1.41,10.13,0.048,True
RES002882,0.05,3.74,0.24,42,46,1.03,6.77,0.034,True
RES002883,1.3,3.89,0.67,87,89,1.23,21.03,0.009,True
RES002884,4.54,3.98,1.93,84,88,1.71,0.11,0.089,False
RES002885,1.24,1.12,0.88,53,50,2.49,19.34,0.04,False
RES002886,8.62,4.77,0.56,86,85,2.11,9.57,0.068,False
RES002889,9.24,1.15,1.95,28,29,1.63,7.0,0.029,True
RES002890,7.15,1.7,1.57,86,88,1.08,19.63,0.062,True
RES002892,1.1,3.33,0.35,84,86,1.67,1.83,0.02,True
RES002893,5.4,0.71,1.09,59,59,1.14,2.34,0.044,True
RES002895,7.64,2.68,1.8,26,26,1.18,0.24,0.052,False
RES002896,7.82,0.95,1.61,48,54,2.29,9.93,0.001,True
RES002897,9.08,1.09,1.4,75,78,2.48,9.85,0.069,False
RES002898,3.86,4.14,1.44,26,23,2.3,22.44,0.085,True
RES002900,5.23,0.74,0.58,64,71,1.45,24.47,0.095,False
RES002901,3.95,1.15,0.46,57,58,1.55,0.16,0.051,False
RES002902,8.56,2.33,0.18,74,83,1.26,1.8,0.026,False
RES002905,8.07,2.1,1.63,60,62,1.26,7.43,0.04,True
RES002907,7.51,2.18,0.38,84,80,1.48,6.35,0.055,False
RES002908,7.66,2.15,2.0,27,34,1.52,9.26,0.084,True
RES002912,6.85,4.96,1.1,19,26,1.15,22.74,0.08,False
RES002916,3.05,0.55,1.46,55,56,1.64,7.44,0.049,True
RES002920,4.6,4.48,0.56,61,69,1.62,8.01,0.072,False
RES002921,0.05,0.97,0.57,52,58,2.3,12.62,0.049,True
RES002922,5.25,0.78,0.34,40,36,2.47,17.97,0.064,False
RES002923,2.8,1.78,1.41,38,43,2.25,17.58,0.068,False
RES002924,1.69,0.58,0.08,67,68,1.18,4.48,0.008,True
RES002925,0.22,3.1,1.43,25,31,1.4,1.17,0.002,True
RES002926,4.53,3.49,1.82,42,46,1.62,16.02,0.018,False
RES002927,9.14,4.62,0.07,29,26,1.86,16.68,0.046,True
RES002928,5.94,3.35,0.16,48,49,2.08,22.4,0.088,True
RES002929,9.16,1.3,0.76,80,79,1.7,3.53,0.096,True
RES002930,8.76,2.52,1.57,33,30,1.14,22.36,0.075,True
RES002931,5.96,4.93,0.32,47,51,2.16,15.3,0.085,True
RES002933,9.42,0.48,0.86,83,86,2.29,7.9,0.042,False
RES002935,0.27,1.87,1.41,68,76,1.7,0.26,0.076,True
RES002936,5.17,4.14,1.15,41,43,1.97,21.27,0.073,False
RES002937,3.95,0.9,0.73,59,67,1.44,13.76,0.086,False
RES002939,7.17,2.98,0.26,28,23,1.56,1.82,0.079,True
RES002941,9.67,4.76,0.0,54,54,1.82,10.16,0.088,True
RES002942,4.43,1.94,1.36,67,66,2.4,3.82,0.032,True
RES002943,9.19,3.49,1.19,27,26,1.49,9.32,0.033,True
RES002944,2.86,2.86,1.55,64,71,2.19,21.72,0.04,False
RES002947,5.02,1.71,1.62,47,44,1.96,14.68,0.093,False
RES002949,8.01,4.16,1.47,72,68,1.31,9.27,0.002,True
RES002950,6.95,3.34,0.4,77,84,1.94,23.88,0.091,True
RES002951,2.51,1.87,1.83,81,84,1.26,20.87,0.067,True
RES002952,7.78,2.45,1.6,31,38,2.17,19.97,0.016,True
RES002954,7.99,4.68,0.28,63,66,2.46,4.68,0.07,True
RES002955,1.27,3.96,1.77,56,64,1.2,11.08,0.086,False
RES002956,5.7,4.48,0.34,26,32,1.77,3.32,0.079,False
RES002957,8.84,0.9,0.92,32,42,2.0,22.02,0.051,False
RES002958,3.34,4.04,0.24,90,87,2.04,21.66,0.046,False
RES002959,6.37,1.61,1.49,39,47,1.74,23.47,0.074,False
RES002961,2.65,4.34,0.82,28,34,2.16,4.38,0.004,False
RES002962,8.11,0.11,0.07,80,77,2.4,17.0,0.047,False
RES002964,0.86,3.32,1.0,61,70,1.34,2.51,0.03,False
RES002970,5.65,0.62,0.5,79,88,1.31,5.93,0.026,True
RES002971,8.72,2.19,1.14,71,73,1.4,4.54,0.016,False
RES002972,6.98,0.86,1.63,54,62,2.22,13.61,0.011,True
RES002974,3.06,4.52,0.44,41,50,1.17,8.36,0.025,True
RES002975,7.12,0.32,0.42,46,51,2.18,3.65,0.003,True
RES002977,3.51,3.31,1.7,58,58,2.5,2.56,0.09,True
RES002978,1.95,1.19,1.59,31,40,2.41,21.98,0.012,False
RES002979,5.97,2.47,0.23,86,87,1.68,7.2,0.013,True
RES002982,5.66,1.77,1.35,69,76,2.27,4.65,0.033,True
RES002984,8.42,1.46,0.25,57,64,1.12,6.39,0.051,True
RES002985,7.62,2.79,1.3,51,49,2.17,13.88,0.093,True
RES002988,8.15,1.03,1.51,85,90,1.77,18.74,0.051,False
RES002989,8.63,4.25,0.88,49,44,2.22,4.96,0.009,False
RES002991,8.08,3.55,0.52,23,19,1.13,21.01,0.072,False
RES002992,7.18,2.18,1.29,41,38,2.39,0.46,0.028,False
RES002993,5.8,0.98,1.38,68,66,2.11,14.01,0.045,False
RES002995,1.87,1.81,0.07,63,69,1.88,1.78,0.097,True
RES002996,2.55,2.32,1.57,16,14,2.04,0.05,0.073,False
RES002998,0.74,0.25,0.44,22,31,1.22,21.56,0.074,True
RES003000,4.82,3.2,1.75,88,90,1.96,2.92,0.078,True
RES003001,3.69,1.2,0.15,25,30,1.72,4.76,0.041,True
RES003004,0.12,3.31,1.16,78,85,1.44,19.84,0.073,True
RES003006,7.46,4.46,0.44,16,11,2.12,14.85,0.049,False
RES003007,7.48,4.94,1.54,90,94,1.34,4.16,0.077,True
RES003008,3.08,2.26,0.55,22,21,1.79,11.36,0.068,False
RES003009,8.84,2.08,0.15,79,88,1.73,15.55,0.034,False
RES003011,7.84,3.57,1.72,18,20,1.25,3.99,0.025,True
RES003013,9.19,2.95,0.87,83,89,1.73,17.75,0.054,True
RES003014,8.59,2.34,0.43,70,73,2.37,14.51,0.05,False
RES003015,8.96,4.17,0.35,68,63,1.83,8.49,0.053,False
RES003017,2.56,2.72,0.82,20,18,1.18,12.54,0.032,True
RES003018,2.5,4.88,0.98,29,37,1.43,8.75,0.044,False
RES003019,9.68,0.69,0.86,68,67,1.87,8.94,0.065,True
RES003020,3.09,4.82,0.58,39,37,1.32,21.51,0.074,False
RES003023,6.56,2.48,1.86,72,70,2.48,2.29,0.076,True
RES003025,4.9,0.72,0.64,88,87,1.01,9.1,0.071,False
RES003026,2.29,1.77,0.99,59,57,1.07,6.27,0.088,True
RES003027,7.18,1.32,1.71,24,26,1.08,1.0,0.043,False
RES003029,0.69,0.98,0.57,41,43,1.66,14.48,0.076,False
RES003031,3.49,2.04,0.75,69,69,2.34,18.58,0.009,False
RES003033,0.24,2.45,0.44,62,69,1.23,8.84,0.03,True
RES003034,1.29,0.33,0.58,38,45,2.16,8.94,0.053,False
RES003035,5.69,0.18,0.28,82,91,2.3,12.11,0.022,True
RES003036,2.35,3.73,1.66,76,76,1.01,14.15,0.005,False
RES003037,2.69,2.26,1.07,19,17,1.63,15.41,0.022,True
RES003038,8.56,3.47,1.05,17,25,2.42,23.38,0.093,False
RES003040,0.81,2.0,1.22,85,80,1.14,6.8,0.025,True
RES003044,3.7,2.7,1.63,75,81,2.13,20.12,0.048,True
RES003045,3.56,3.67,1.23,68,68,2.49,9.05,0.0,True
RES003047,3.93,4.71,0.59,79,79,2.02,24.45,0.026,False
RES003048,5.57,3.5,1.43,40,45,2.28,14.28,0.022,False
RES003049,3.23,2.04,1.13,38,46,1.9,8.43,0.027,False
RES003051,2.97,4.01,0.63,46,43,2.3,22.31,0.021,False
RES003052,2.5,2.85,0.54,88,85,1.79,19.23,0.059,True
RES003054,4.34,1.45,1.23,88,88,2.34,0.38,0.003,False
RES003055,9.44,1.05,1.7,65,69,1.61,11.14,0.091,True
RES003056,4.36,0.85,1.45,72,75,1.62,8.68,0.034,False
RES003057,7.87,3.12,0.17,24,21,1.01,15.57,0.063,True
RES003059,5.73,0.7,1.42,15,24,1.82,18.82,0.026,False
RES003060,5.29,4.42,1.86,40,38,2.02,9.13,0.009,False
RES003062,6.77,2.56,0.04,88,87,2.47,18.59,0.06,False
RES003063,9.49,1.47,0.08,80,83,1.29,13.96,0.073,True
RES003065,2.24,0.15,0.64,90,88,1.61,2.29,0.01,False
RES003069,7.47,0.35,1.02,69,69,1.51,7.55,0.026,True
RES003070,8.9,3.6,1.89,22,28,2.44,6.1,0.028,True
RES003071,6.55,4.3,1.86,20,30,1.13,12.05,0.046,True
RES003073,6.32,2.12,1.46,88,94,2.17,18.9,0.071,True
RES003074,0.35,1.4,0.61,42,44,1.12,1.76,0.06,False
RES003075,3.4,3.63,1.5,87,95,1.49,20.9,0.019,False
RES003076,1.81,1.12,0.64,42,48,1.29,17.98,0.018,True
RES003077,3.06,2.38,0.98,51,55,1.9,12.26,0.011,True
RES003078,5.02,1.05,1.3,67,73,1.67,13.58,0.023,False
RES003080,5.1,0.8,1.01,64,71,1.74,20.98,0.034,False
RES003081,9.09,4.21,0.9,64,67,2.41,23.92,0.1,True
RES003082,5.22,2.93,0.97,61,62,1.54,3.4,0.002,False
RES003083,8.27,1.46,1.75,21,31,1.03,6.53,0.024,False
RES003084,8.36,3.34,1.2,67,71,1.36,11.75,0.095,True
RES003085,9.55,0.06,1.58,27,36,1.48,12.94,0.056,False
