Restaurant_ID,Average_menu_price,Most_common_cuisine,Average_delivery_time,Popularity_score,Estimated_value_score
RES002416,93.18,Mexican,45,30.8,4.9
RES002417,50.03,Thai,50,97.2,2.8
RES002418,103.33,Mediterranean,55,7.5,8.7
RES002419,47.22,French,79,91.4,6.6
RES002420,47.32,Pizza,83,28.3,5.7
RES002421,34.06,Thai,56,81.3,8.7
RES002422,72.51,Thai,,72.7,8.9
RES002423,50.85,Mediterranean,51,12.7,5.1
RES002424,58.95,Thai,70,29.6,9.2
RES002425,42.79,Indian,,92.6,5.8
RES002426,67.32,Thai,,23.0,4.6
RES002427,60.64,Mediterranean,80,35.9,8.1
RES002428,18.46,French,73,74.0,8.8
RES002429,22.4,Chinese,52,80.1,0.3
RES002430,104.47,Indian,87,25.1,3.3
RES002431,29.31,Indian,40,45.6,7.2
RES002432,78.2,Mexican,,29.1,1.4
RES002433,38.19,Chinese,86,27.0,7.0
RES002434,20.15,Thai,40,34.9,1.7
RES002435,41.41,American,,52.1,0.5
RES002436,72.83,Indian,26,67.0,6.7
RES002437,25.7,Chinese,83,99.4,2.7
RES002438,52.54,Mediterranean,85,66.0,2.7
RES002439,62.9,Mexican,52,72.3,4.0
RES002440,26.04,Pizza,,46.7,7.8
RES002441,104.86,Indian,,94.6,4.4
RES002442,24.67,Thai,94,12.2,5.5
RES002443,101.89,Indian,65,60.5,8.9
RES002444,93.22,Italian,,34.0,3.0
RES002445,66.24,Japanese,71,25.8,4.3
RES002446,100.45,Thai,,50.7,8.1
RES002447,39.76,Italian,,90.6,5.2
RES002448,20.32,Chinese,,27.4,9.8
RES002449,77.95,Thai,63,59.4,8.3
RES002450,27.49,Pizza,,55.4,7.9
RES002451,21.29,Indian,67,42.1,9.9
RES002452,50.81,Indian,,37.8,8.2
RES002453,24.21,Chinese,,48.5,7.8
RES002454,81.93,Mediterranean,55,50.0,9.5
RES002455,22.54,Mediterranean,,40.2,8.0
RES002456,15.32,American,80,69.9,5.4
RES002457,44.38,Thai,87,93.6,3.2
RES002458,42.83,Chinese,,70.1,4.7
RES002459,21.61,Indian,40,90.4,5.8
RES002460,96.7,Indian,77,70.8,5.7
RES002461,54.61,Burger,80,58.3,7.7
RES002462,46.7,Brazilian,51,63.1,3.4
RES002463,101.69,Pizza,43,23.9,3.6
RES002464,84.36,Italian,,72.8,4.2
RES002465,75.87,Burger,52,19.1,2.0
RES002466,54.76,Thai,68,1.3,3.0
RES002467,68.48,Mexican,53,59.1,9.8
RES002468,19.72,Thai,,16.3,9.4
RES002469,47.42,Indian,,0.2,3.5
RES002470,62.31,Mediterranean,,37.7,9.2
RES002471,47.46,Japanese,,91.1,0.2
RES002472,70.5,Italian,49,87.5,3.9
RES002473,25.61,Japanese,59,43.8,9.9
RES002474,24.82,Thai,15,86.2,2.8
RES002475,40.76,Burger,47,27.8,6.5
RES002476,40.86,American,51,10.4,0.9
RES002477,86.95,Mexican,,22.1,3.8
RES002478,104.08,Burger,,43.0,1.8
RES002479,49.85,Italian,14,22.6,2.0
RES002480,23.23,Italian,18,57.2,8.4
RES002481,24.48,Mexican,18,87.6,3.8
RES002482,90.94,Brazilian,,10.2,0.3
RES002483,44.74,Mediterranean,,17.7,3.7
RES002484,28.5,Thai,66,90.2,6.2
RES002485,52.69,American,,36.7,7.0
RES002486,50.87,Chinese,,49.6,9.8
RES002487,47.2,American,31,32.2,0.8
RES002488,23.31,Thai,80,72.9,0.2
RES002489,97.99,Pizza,75,12.7,4.9
RES002490,22.93,Thai,34,94.9,2.7
RES002491,100.9,Thai,69,24.1,3.0
RES002492,61.27,French,34,78.8,3.4
RES002493,19.5,Mexican,67,81.0,9.3
RES002494,92.96,Chinese,,61.4,3.1
RES002495,109.37,Thai,81,75.0,7.8
RES002496,22.4,Mexican,50,36.3,1.3
RES002497,19.68,Japanese,,71.7,4.9
RES002498,22.8,Indian,80,34.1,7.1
RES002499,61.86,Thai,44,0.4,7.0
RES002500,24.58,Burger,59,89.5,1.3
RES002501,61.84,Mediterranean,,43.0,6.4
RES002502,42.08,French,91,54.4,8.9
RES002503,25.25,Japanese,80,38.2,8.6
RES002504,62.54,Italian,,81.7,7.4
RES002505,46.05,Mexican,81,90.6,7.5
RES002506,78.47,Brazilian,,89.0,1.7
RES002507,88.57,Pizza,,70.0,0.6
RES002508,40.74,Burger,71,30.8,1.5
RES002509,62.4,American,81,0.6,7.9
RES002510,42.95,American,,5.5,9.2
RES002511,22.39,Mexican,27,73.3,0.4
RES002512,46.73,American,60,11.2,8.5
RES002513,27.19,American,,61.8,9.0
RES002514,69.76,Mediterranean,,87.8,3.7
RES002515,63.74,Burger,66,13.1,5.0
RES002516,104.24,Indian,,84.8,5.3
RES002517,70.67,Burger,,1.6,0.4
RES002518,41.84,Mexican,50,88.3,9.2
RES002519,41.71,Burger,51,45.6,4.8
RES002520,39.39,Chinese,45,92.5,5.7
RES002521,21.27,Indian,,76.2,2.2
RES002522,99.85,Japanese,43,27.7,2.8
RES002523,105.47,Mediterranean,44,41.3,1.7
RES002524,44.46,Burger,,29.8,6.6
RES002525,91.84,Brazilian,54,20.1,2.3
RES002526,79.53,American,79,15.4,6.8
RES002527,74.94,Indian,,52.9,9.3
RES002528,73.8,Pizza,48,87.8,4.8
RES002529,34.8,Thai,20,14.4,9.2
RES002530,21.89,Burger,79,74.4,2.5
RES002531,25.2,Italian,33,10.3,1.0
RES002532,53.44,Pizza,81,50.0,1.7
RES002533,76.59,Mexican,,90.7,9.5
RES002534,93.54,Brazilian,50,18.1,7.0
RES002535,44.69,Burger,,10.6,6.7
RES002536,80.74,Brazilian,,57.4,3.3
RES002537,104.62,Japanese,51,28.2,9.8
RES002538,92.34,Italian,38,80.2,1.6
RES002539,65.94,Indian,,70.0,1.9
RES002540,50.26,American,,41.0,4.4
RES002541,74.56,Burger,95,97.6,9.7
RES002542,42.62,Pizza,,78.0,8.4
RES002543,20.52,Mediterranean,,61.5,5.5
RES002544,78.05,Japanese,18,42.3,9.8
RES002545,100.64,Thai,,54.5,4.4
RES002546,40.35,French,29,60.1,4.3
RES002547,66.68,Pizza,,96.4,2.9
RES002548,80.52,Pizza,,47.0,5.7
RES002549,17.34,French,,60.3,6.6
RES002550,67.91,Italian,,2.3,1.2
RES002551,85.31,Mexican,76,21.0,2.5
RES002552,40.27,Pizza,43,25.1,2.2
RES002553,79.82,Chinese,45,24.2,7.6
RES002554,72.3,Italian,40,4.3,8.3
RES002555,70.22,Mediterranean,,85.2,9.0
RES002556,22.58,Mexican,48,90.4,8.2
RES002557,63.78,Thai,,20.1,8.8
RES002558,76.13,Brazilian,,68.5,4.6
RES002559,48.57,Japanese,81,60.5,2.2
RES002560,71.24,Thai,22,30.6,8.6
RES002561,62.54,Pizza,50,36.6,8.2
RES002562,21.42,Italian,,5.1,1.6
RES002563,75.38,Burger,38,21.1,1.2
RES002564,52.58,Mediterranean,59,92.9,7.2
RES002565,92.69,Burger,,26.1,2.7
RES002566,74.89,Chinese,23,13.2,8.5
RES002567,39.12,Mexican,89,12.3,3.5
RES002568,69.77,Italian,,96.2,3.1
RES002569,49.89,Mexican,79,32.0,6.1
RES002570,24.99,Brazilian,,26.7,4.6
RES002571,45.71,Mexican,72,12.5,9.5
RES002572,24.74,French,36,77.1,8.9
RES002573,88.74,French,50,33.0,5.6
RES002574,77.71,Chinese,50,48.3,4.9
RES002575,77.9,Italian,54,51.5,9.7
RES002576,90.8,Pizza,70,39.1,4.2
RES002577,41.39,Brazilian,,57.4,9.4
RES002578,77.0,Thai,,91.8,5.6
RES002579,65.34,Mexican,75,95.6,6.2
RES002580,22.51,Indian,50,1.6,0.8
RES002581,19.7,Mexican,60,27.4,7.0
RES002582,70.41,Pizza,32,29.1,2.6
RES002583,18.96,Chinese,84,42.1,3.5
RES002584,43.5,Thai,,34.4,7.1
RES002585,47.15,Italian,,17.0,1.5
RES002586,38.03,Mexican,70,92.5,4.6
RES002587,82.64,Indian,52,90.4,0.1
RES002588,98.65,Japanese,47,69.5,2.5
RES002589,29.83,Burger,34,35.3,1.0
RES002590,25.27,Thai,34,21.2,5.3
RES002591,45.22,Italian,31,37.2,6.7
RES002592,55.29,Mediterranean,35,78.3,6.2
RES002593,91.35,Indian,24,35.2,4.7
RES002594,39.96,Burger,40,72.2,9.5
RES002595,22.74,Mediterranean,,84.4,5.0
RES002596,78.88,Italian,11,90.6,5.7
RES002597,72.32,Italian,51,40.3,5.0
RES002598,21.03,Thai,38,66.1,1.9
RES002599,77.51,Brazilian,28,94.9,7.5
RES002600,73.71,Brazilian,,81.8,7.7
RES002601,74.72,Italian,,94.2,3.0
RES002602,102.08,Mexican,32,29.2,0.9
RES002603,40.91,Chinese,35,63.4,4.8
RES002604,57.93,Italian,60,46.8,6.8
RES002605,95.63,Mexican,53,28.0,4.2
RES002606,45.07,French,87,12.9,0.4
RES002607,23.22,Brazilian,51,59.0,9.4
RES002608,65.64,French,,0.2,2.0
RES002609,95.1,French,43,63.7,5.4
RES002610,63.27,French,77,98.2,2.5
RES002611,51.5,French,87,96.6,3.4
RES002612,62.07,Chinese,42,90.1,1.3
RES002613,82.25,Chinese,64,19.2,0.5
RES002614,42.78,Burger,24,6.8,9.0
RES002615,53.83,Thai,71,53.6,1.4
RES002616,19.69,Mediterranean,,49.9,0.3
RES002617,62.8,Thai,43,47.3,7.8
RES002618,83.66,American,,70.2,7.1
RES002619,22.35,Italian,95,70.3,6.0
RES002620,76.31,Italian,44,75.0,1.0
RES002621,22.49,Indian,60,66.9,0.9
RES002622,79.27,Japanese,76,88.7,3.2
RES002623,42.9,French,77,88.0,5.0
RES002624,45.66,Brazilian,,61.0,7.5
RES002625,65.42,Brazilian,,11.4,1.1
RES002626,18.46,Brazilian,84,48.8,9.2
RES002627,19.1,American,,18.5,9.1
RES002628,18.62,Chinese,36,77.7,0.7
RES002629,39.18,Mediterranean,67,42.9,2.3
RES002630,71.97,Brazilian,,52.2,8.9
RES002631,92.72,Mediterranean,,90.4,5.9
RES002632,36.55,Chinese,43,58.6,9.1
RES002633,89.21,Indian,49,73.3,4.3
RES002634,61.33,Chinese,,25.8,9.7
RES002635,91.63,Pizza,,28.1,9.8
RES002636,63.59,American,26,23.6,5.3
RES002637,58.63,Japanese,36,26.9,5.0
RES002638,96.43,Burger,68,61.7,2.7
RES002639,83.4,Indian,16,48.9,1.8
RES002640,52.72,Brazilian,56,89.2,1.7
RES002641,62.02,Italian,82,17.8,1.3
RES002642,40.79,Mexican,56,44.9,4.2
RES002643,25.61,Japanese,,50.5,1.9
RES002644,38.46,Brazilian,87,75.0,0.3
RES002645,73.52,Indian,,28.9,0.3
RES002646,15.67,Burger,64,96.9,0.7
RES002647,44.84,Indian,44,94.0,4.5
RES002648,18.51,French,75,76.7,6.7
RES002649,37.62,Brazilian,,98.7,6.2
RES002650,50.21,Pizza,34,39.6,9.6
RES002651,22.19,Indian,69,76.5,7.7
RES002652,104.99,Japanese,35,86.5,9.4
RES002653,55.03,Japanese,,28.3,3.1
RES002654,56.4,Chinese,55,3.4,2.3
RES002655,47.44,Japanese,13,16.0,5.3
RES002656,89.19,Pizza,61,57.0,8.9
RES002657,21.54,Thai,22,6.4,8.2
RES002658,20.95,American,44,50.9,6.5
RES002659,14.11,Burger,,85.4,6.4
RES002660,75.58,American,55,78.3,6.6
RES002661,93.12,Mexican,73,85.4,8.2
RES002662,72.16,Indian,,27.3,7.4
RES002663,86.2,Mexican,,84.2,4.4
RES002664,70.16,Chinese,41,88.3,7.6
RES002665,88.47,Japanese,,65.7,8.6
RES002666,25.25,American,,56.4,7.9
RES002667,26.34,Mediterranean,20,38.5,9.4
RES002668,83.81,Burger,,63.4,7.8
RES002669,67.55,Japanese,37,54.4,4.9
RES002670,68.7,Burger,72,49.1,7.0
RES002671,48.14,Brazilian,,7.3,5.3
RES002672,20.57,Burger,87,46.1,5.0
RES002673,78.13,Japanese,34,78.2,4.1
RES002674,69.1,Japanese,56,66.2,1.6
RES002675,23.74,French,,40.7,4.1
RES002676,100.04,French,32,69.3,5.1
RES002677,80.32,French,88,32.8,9.5
RES002678,48.22,Italian,,42.8,0.2
RES002679,79.21,Burger,,23.7,1.1
RES002680,21.3,American,66,86.3,5.6
RES002681,83.93,Thai,,91.2,1.1
RES002682,45.39,Japanese,,67.4,5.3
RES002683,44.04,Italian,,77.3,2.5
RES002684,45.51,Indian,23,94.5,7.4
RES002685,34.62,Mediterranean,20,31.1,8.3
RES002686,44.43,Indian,94,89.6,4.8
RES002687,61.83,Mexican,56,24.7,9.3
RES002688,69.02,Mexican,,90.1,5.9
RES002689,84.54,Thai,73,35.0,7.1
RES002690,47.99,French,43,46.6,2.5
RES002691,19.88,Chinese,,41.0,6.0
RES002692,36.07,French,57,58.1,6.4
RES002693,28.12,American,44,12.5,7.6
RES002694,34.59,Italian,,1.4,7.0
RES002695,30.59,Burger,84,54.7,8.6
RES002696,63.4,Pizza,23,47.6,7.2
RES002697,19.24,French,89,13.3,1.7
RES002698,19.32,Italian,57,33.9,5.5
RES002699,21.53,Mexican,21,98.8,2.0
RES002700,100.38,French,,73.4,2.2
RES002701,86.71,Mediterranean,,73.8,1.6
RES002702,44.69,American,87,34.9,7.3
RES002703,56.22,Chinese,,56.6,0.8
RES002704,20.58,Brazilian,45,95.0,4.3
RES002705,37.66,Pizza,,61.3,8.5
RES002706,59.29,Mexican,,19.0,0.6
RES002707,21.62,Mexican,88,67.1,6.0
RES002708,46.59,Brazilian,48,69.2,0.8
RES002709,64.65,Indian,,56.1,6.3
RES002710,84.07,Indian,,5.9,8.5
RES002711,26.22,Japanese,94,71.7,0.2
RES002712,16.82,Mediterranean,64,58.6,6.4
RES002713,46.08,Mexican,53,73.6,0.6
RES002714,72.06,Indian,49,46.9,7.8
RES002715,52.05,Burger,78,75.1,1.1
RES002716,79.84,Pizza,58,77.0,3.9
RES002717,18.59,Pizza,,39.5,6.8
RES002718,70.59,Italian,,91.7,1.9
RES002719,52.31,Italian,22,50.7,6.8
RES002720,79.37,American,44,33.5,8.0
RES002721,22.56,American,,4.4,0.8
RES002722,51.34,Thai,,20.5,2.5
RES002723,54.13,French,,62.5,6.9
RES002724,22.92,Mediterranean,,59.2,6.1
RES002725,19.87,Japanese,46,81.7,6.3
RES002726,72.28,Thai,24,67.3,1.4
RES002727,28.72,Mediterranean,,99.2,0.1
RES002728,40.51,Burger,47,7.0,7.2
RES002729,77.93,Burger,36,21.7,7.1
RES002730,73.32,Brazilian,24,22.9,5.0
RES002731,85.52,Brazilian,62,38.0,3.2
RES002732,89.89,Burger,,61.5,4.1
RES002733,23.06,Brazilian,,89.4,9.4
RES002734,94.43,Japanese,57,60.2,5.5
RES002735,78.62,Mediterranean,43,35.6,6.3
RES002736,24.2,Japanese,74,65.4,0.4
RES002737,46.68,Chinese,43,84.6,2.5
RES002738,39.8,Burger,,91.9,2.6
RES002739,59.2,Japanese,,30.5,3.2
RES002740,43.63,Burger,37,25.5,9.3
RES002741,62.74,Thai,,33.2,4.3
RES002742,21.13,Pizza,,89.0,9.0
RES002743,44.75,Mexican,,91.6,3.9
RES002744,81.33,Mediterranean,40,33.4,2.1
RES002745,38.28,Chinese,23,43.8,5.7
RES002746,63.12,Pizza,100,13.1,4.7
RES002747,19.39,Thai,96,36.4,0.0
RES002748,23.68,Thai,45,75.3,9.3
RES002749,91.53,American,73,10.6,7.7
RES002750,21.13,Mexican,45,1.5,5.3
RES002751,20.11,Japanese,72,43.0,9.9
RES002752,92.73,Japanese,45,81.8,10.0
RES002753,83.62,Indian,,97.1,2.9
RES002754,82.43,Mexican,,21.6,4.2
RES002755,90.88,Italian,61,29.0,1.9
RES002756,23.41,Mediterranean,79,81.2,5.8
RES002757,66.79,Brazilian,,91.9,5.1
RES002758,50.24,Brazilian,,39.0,4.5
RES002759,19.69,Thai,83,74.9,1.0
RES002760,50.46,Italian,73,75.8,4.7
RES002761,66.63,Mediterranean,,67.2,7.8
RES002762,23.28,Burger,,51.9,4.5
RES002763,46.05,Brazilian,36,22.2,9.3
RES002764,49.06,Thai,70,18.1,0.6
RES002765,25.16,French,,7.3,6.8
RES002766,39.3,Mediterranean,54,74.9,5.9
RES002767,112.24,Mediterranean,,43.5,7.3
RES002768,23.7,Chinese,,58.3,5.7
RES002769,92.64,Indian,76,43.5,6.9
RES002770,97.76,Burger,36,35.4,7.3
RES002771,66.22,Brazilian,75,97.4,1.5
RES002772,45.0,Mediterranean,80,36.6,8.5
RES002773,60.35,Chinese,40,39.1,5.2
RES002774,66.47,Italian,44,36.1,7.3
RES002775,21.84,American,56,28.7,2.8
RES002776,24.65,Burger,,13.3,9.5
RES002777,101.85,French,100,58.9,1.6
RES002778,88.87,Mexican,54,52.8,8.8
RES002779,64.65,Brazilian,56,52.1,4.3
RES002780,62.98,Brazilian,,92.0,3.9
RES002781,17.16,American,49,31.2,6.8
RES002782,70.26,Indian,,35.9,9.2
RES002783,35.16,Indian,,62.5,7.2
RES002784,87.15,Indian,,0.7,9.6
RES002785,33.41,French,85,37.5,2.4
RES002786,63.82,Burger,30,40.5,4.0
RES002787,24.72,Brazilian,,51.9,5.8
RES002788,25.01,Chinese,,68.1,9.0
RES002789,71.89,American,,75.9,1.9
RES002790,85.4,Chinese,,48.8,1.5
RES002791,77.09,Japanese,,95.6,4.7
RES002792,43.92,French,43,2.6,1.3
RES002793,56.8,Mediterranean,47,30.7,4.6
RES002794,22.13,Indian,58,17.8,4.0
RES002795,37.51,Indian,38,60.7,8.4
RES002796,84.85,Pizza,73,34.9,8.9
RES002797,24.14,Burger,,49.2,1.2
RES002798,44.03,Brazilian,,95.9,1.0
RES002799,69.11,Mediterranean,,44.1,9.6
RES002800,56.07,Chinese,81,81.5,8.2
RES002801,113.73,Mexican,,71.3,2.9
RES002802,25.53,Indian,,92.7,5.5
RES002803,23.11,Chinese,91,4.7,4.2
RES002804,98.08,Pizza,85,8.5,0.1
RES002805,47.2,Indian,,69.7,2.4
RES002806,84.63,Thai,39,10.4,6.5
RES002807,17.97,Japanese,79,74.5,1.8
RES002808,36.31,Pizza,,5.7,2.4
RES002809,83.42,Burger,50,79.2,5.3
RES002810,21.68,Pizza,83,76.8,7.8
RES002811,37.21,Japanese,15,20.6,0.7
RES002812,44.47,Brazilian,,90.1,3.2
RES002813,45.57,Burger,,36.0,4.3
RES002814,68.43,Mexican,85,1.4,6.0
RES002815,77.71,Chinese,51,87.5,5.5
RES002816,20.26,Brazilian,,2.6,9.2
RES002817,96.79,Mediterranean,40,16.0,2.7
RES002818,85.11,Italian,96,44.2,4.4
RES002819,78.32,Japanese,85,3.9,0.7
RES002820,22.22,Italian,53,12.3,8.9
RES002821,70.21,Brazilian,,49.4,6.4
RES002822,41.83,Thai,,50.4,4.0
RES002823,92.83,American,,34.1,8.0
RES002824,23.62,Mediterranean,,10.4,9.8
RES002825,20.77,Mediterranean,66,66.2,2.4
RES002826,51.74,American,67,45.5,1.4
RES002827,57.92,French,37,10.4,3.8
RES002828,24.87,Thai,29,39.6,8.7
RES002829,71.08,French,55,99.9,0.1
RES002830,85.13,Italian,,94.6,3.6
RES002831,31.83,American,49,52.6,8.5
RES002832,74.55,Thai,83,21.0,5.1
RES002833,101.11,Pizza,41,78.9,4.4
RES002834,19.64,French,35,22.2,9.3
RES002835,83.22,Pizza,60,32.5,6.7
RES002836,25.85,Italian,,45.9,8.4
RES002837,55.49,Brazilian,45,32.7,3.0
RES002838,40.52,Pizza,49,82.6,6.9
RES002839,34.52,French,84,67.1,1.6
RES002840,52.98,Chinese,30,5.0,9.2
RES002841,56.08,Brazilian,42,76.3,1.3
RES002842,87.91,Mexican,62,16.9,9.9
RES002843,100.19,Indian,,24.9,4.4
RES002844,59.53,Mexican,,2.5,0.9
RES002845,55.17,Mexican,,33.0,7.5
RES002846,23.51,Pizza,48,88.9,5.9
RES002847,74.11,French,71,52.1,3.2
RES002848,54.75,Chinese,,38.4,0.9
RES002849,28.84,French,55,18.5,8.7
RES002850,33.63,Pizza,20,55.6,2.8
RES002851,45.51,Pizza,,94.9,7.5
RES002852,73.09,Italian,60,14.8,6.1
RES002853,60.34,French,47,13.1,4.3
RES002854,54.47,French,46,88.9,8.9
RES002855,48.06,Pizza,67,22.0,0.5
RES002856,69.74,American,,26.7,1.7
RES002857,27.3,Burger,40,49.3,4.0
RES002858,99.6,Thai,,96.1,6.3
RES002859,86.04,Thai,44,75.1,6.0
RES002860,98.12,Burger,,66.9,5.8
RES002861,56.22,Brazilian,83,78.2,7.4
RES002862,45.5,French,,15.0,5.5
RES002863,94.48,Brazilian,42,79.7,5.2
RES002864,86.76,Indian,,73.4,9.1
RES002865,48.07,Burger,,13.2,9.9
RES002866,13.69,Mediterranean,60,49.1,2.8
RES002867,23.21,Italian,45,90.8,1.1
RES002868,66.79,Thai,33,52.6,5.6
RES002869,42.64,Brazilian,,65.0,2.2
RES002870,22.85,Japanese,35,83.1,2.1
RES002871,100.84,American,95,37.7,8.2
RES002872,82.84,Chinese,41,46.8,2.6
RES002873,23.52,Chinese,94,47.0,3.7
RES002874,20.99,American,72,33.9,5.5
RES002875,38.8,Japanese,,35.5,3.1
RES002876,88.93,Chinese,17,9.0,3.3
RES002877,73.1,Japanese,,99.1,8.1
RES002878,36.14,Burger,,99.5,4.2
RES002879,25.67,Burger,40,28.4,7.6
RES002880,60.51,American,86,12.1,1.6
RES002881,97.25,Burger,54,63.9,9.1
RES002882,37.45,Mexican,46,13.1,6.8
RES002883,44.85,Pizza,89,64.7,2.7
RES002884,44.21,Italian,88,83.8,9.1
RES002885,42.27,Burger,50,21.2,4.6
RES002886,71.36,Thai,85,7.3,1.2
RES002887,67.63,Brazilian,,63.6,3.1
RES002888,79.78,Mediterranean,,51.3,9.1
RES002889,80.46,Burger,29,50.6,9.6
RES002890,54.38,Thai,88,87.4,4.3
RES002891,24.92,Pizza,,42.0,7.4
RES002892,93.62,Italian,86,18.8,3.6
RES002893,17.96,American,59,60.8,9.0
RES002894,52.6,Mexican,,6.0,0.1
RES002895,72.46,Brazilian,26,18.5,5.7
RES002896,71.99,Pizza,54,60.5,1.2
RES002897,69.37,Indian,78,50.7,8.3
RES002898,88.58,Brazilian,23,81.0,8.8
RES002899,31.74,Pizza,,19.1,8.6
RES002900,89.38,Mediterranean,71,50.7,8.2
RES002901,15.98,Italian,58,1.7,1.8
RES002902,26.12,Burger,83,99.5,1.3
RES002903,47.04,Burger,,49.1,9.8
RES002904,23.98,Italian,,92.9,5.1
RES002905,25.26,Chinese,62,68.4,8.4
RES002906,112.75,American,,11.7,1.5
RES002907,93.43,American,80,95.8,2.6
RES002908,61.23,Japanese,34,41.4,2.4
RES002909,92.11,Pizza,,63.1,9.8
RES002910,73.3,French,,22.2,3.5
RES002911,49.15,Japanese,,19.3,8.4
RES002912,83.19,Japanese,26,31.6,0.3
RES002913,38.2,Burger,,38.5,3.1
RES002914,40.4,Chinese,,43.9,2.5
RES002915,53.54,Japanese,,50.4,5.0
RES002916,42.47,Indian,56,81.2,5.0
RES002917,81.74,Japanese,,0.6,7.6
RES002918,53.26,Mediterranean,,82.8,6.1
RES002919,69.36,Thai,,96.9,6.9
RES002920,75.48,Italian,69,52.4,1.7
RES002921,53.3,Indian,58,89.1,2.1
RES002922,80.6,Italian,36,83.8,1.0
RES002923,16.64,Indian,43,31.8,2.7
RES002924,80.38,Burger,68,78.3,7.0
RES002925,24.85,Thai,31,32.2,1.8
RES002926,48.52,Mediterranean,46,12.1,3.4
RES002927,28.61,Thai,26,21.6,8.9
RES002928,84.81,Thai,49,9.2,4.9
RES002929,85.37,American,79,29.8,8.4
RES002930,43.42,Mexican,30,29.9,6.9
RES002931,25.22,Thai,51,36.5,5.2
RES002932,46.24,Pizza,,44.0,2.4
RES002933,74.4,Mexican,86,75.5,1.2
RES002934,94.98,Italian,,99.2,8.1
RES002935,75.04,Mediterranean,76,33.2,7.4
RES002936,81.57,Mexican,43,31.4,6.4
RES002937,88.95,Japanese,67,27.9,7.7
RES002938,18.52,Indian,,22.5,1.0
RES002939,85.11,Burger,23,52.3,9.9
RES002940,43.37,Mediterranean,,28.3,6.2
RES002941,25.46,Burger,54,98.9,5.2
RES002942,49.38,Thai,66,78.1,1.4
RES002943,44.99,Thai,26,15.2,0.9
RES002944,53.96,American,71,42.2,3.0
RES002945,22.45,Japanese,,89.6,9.4
RES002946,69.81,Italian,,47.9,1.9
RES002947,27.19,Japanese,44,68.7,2.2
RES002948,106.71,Japanese,,69.3,4.3
RES002949,77.6,Thai,68,23.5,2.5
RES002950,109.46,Burger,84,30.6,3.7
RES002951,22.24,Mexican,84,44.2,5.0
RES002952,20.47,American,38,95.6,2.4
RES002953,57.48,Burger,,46.6,3.7
RES002954,17.23,Pizza,66,70.9,9.2
RES002955,25.45,Thai,64,97.3,5.9
RES002956,43.54,Indian,32,60.1,2.7
RES002957,61.63,Pizza,42,23.7,3.2
RES002958,83.98,Mediterranean,87,76.2,7.6
RES002959,101.37,Thai,47,80.0,1.3
RES002960,58.2,Mexican,,10.5,6.0
RES002961,43.19,French,34,47.0,2.3
RES002962,43.16,Burger,77,21.5,6.4
RES002963,86.33,Mexican,,12.1,10.0
RES002964,40.75,Pizza,70,16.6,9.9
RES002965,80.7,Japanese,,43.9,8.5
RES002966,46.69,Mexican,,100.0,4.7
RES002967,59.35,Indian,,83.4,9.0
RES002968,61.01,Mexican,,33.1,4.5
RES002969,26.76,Burger,,83.2,9.4
RES002970,47.85,Pizza,88,92.6,3.8
RES002971,67.82,Indian,73,89.5,5.9
RES002972,61.41,French,62,47.8,6.7
RES002973,18.58,Chinese,,62.9,2.3
RES002974,23.73,American,50,66.9,1.3
RES002975,19.36,Brazilian,51,32.5,4.0
RES002976,18.1,Italian,,39.1,5.0
RES002977,81.64,Mediterranean,58,3.5,0.5
RES002978,48.69,Pizza,40,27.2,9.8
RES002979,53.78,Brazilian,87,51.1,0.6
RES002980,103.0,Italian,,99.3,7.8
RES002981,53.55,Italian,,14.7,5.4
RES002982,16.73,Brazilian,76,29.4,0.9
RES002983,86.78,Italian,,82.2,3.3
RES002984,104.4,Mexican,64,72.0,9.6
RES002985,64.82,Chinese,49,76.8,2.3
RES002986,20.95,French,,15.1,4.8
RES002987,18.66,Mexican,,40.5,8.5
RES002988,64.1,Thai,90,73.0,7.5
RES002989,77.6,French,44,44.1,7.0
RES002990,78.68,Burger,,83.0,8.3
RES002991,40.36,Mediterranean,19,55.3,3.3
RES002992,44.01,Pizza,38,31.5,5.7
RES002993,46.46,Indian,66,71.9,3.0
RES002994,22.51,Burger,,21.4,6.7
RES002995,89.01,American,69,21.3,8.0
RES002996,99.56,Mediterranean,14,38.9,5.0
RES002997,64.99,Indian,,28.5,0.2
RES002998,19.97,French,31,68.5,1.7
RES002999,71.98,Pizza,,87.6,5.4
RES003000,26.29,Chinese,90,60.2,8.5
RES003001,61.27,Pizza,30,56.7,6.7
RES003002,67.23,Burger,,58.1,7.4
RES003003,49.82,Italian,,79.5,0.1
RES003004,96.34,Mexican,85,27.0,8.6
RES003005,35.69,French,,79.9,8.2
RES003006,54.42,Pizza,11,21.6,2.4
RES003007,70.61,Brazilian,94,46.5,2.7
RES003008,23.74,Mediterranean,21,28.3,7.8
RES003009,52.4,Pizza,88,21.9,6.9
RES003010,82.68,Mediterranean,,83.1,6.6
RES003011,36.99,American,20,25.1,3.1
RES003012,25.23,French,,39.9,3.3
RES003013,26.38,American,89,94.6,2.6
RES003014,50.75,Chinese,73,15.2,7.9
RES003015,41.3,Mediterranean,63,57.0,4.9
RES003016,46.99,Burger,,35.8,7.7
RES003017,24.28,Japanese,18,16.5,4.2
RES003018,66.88,Chinese,37,44.4,3.5
RES003019,66.23,French,67,17.1,2.4
